id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
,Mobility Tracking,South Sudan,SSD,,,,,0,189511,2014-02-28T00:00:00,2014,2,1,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,241900,2014-03-31T00:00:00,2014,3,2,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,257471,2014-06-30T00:00:00,2014,6,3,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,381888,2014-07-01T00:00:00,2014,7,4,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,304493,2014-08-31T00:00:00,2014,8,5,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,479499,2014-09-30T00:00:00,2014,9,6,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,360718,2014-10-31T00:00:00,2014,10,7,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,291247,2014-12-31T00:00:00,2014,12,8,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,254391,2015-02-28T00:00:00,2015,2,9,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,612622,2015-03-31T00:00:00,2015,3,10,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,672853,2015-04-30T00:00:00,2015,4,11,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,485997,2015-05-31T00:00:00,2015,5,12,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,470487,2015-06-30T00:00:00,2015,6,13,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,650634,2015-07-31T00:00:00,2015,7,14,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,724110,2015-08-30T00:00:00,2015,8,15,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,713144,2015-09-30T00:00:00,2015,9,16,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,728576,2015-10-31T00:00:00,2015,10,17,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,768118,2015-11-30T00:00:00,2015,11,18,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,521515,2015-12-31T00:00:00,2015,12,19,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,252965,2016-01-31T00:00:00,2016,1,20,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,253355,2016-02-29T00:00:00,2016,2,21,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,247278,2016-03-31T00:00:00,2016,3,22,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,244077,2016-04-30T00:00:00,2016,4,23,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,235850,2016-05-31T00:00:00,2016,5,24,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,233013,2016-06-30T00:00:00,2016,6,25,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,263219,2016-07-31T00:00:00,2016,7,26,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,298349,2016-08-31T00:00:00,2016,8,27,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,301909,2016-09-30T00:00:00,2016,9,28,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,311712,2016-10-31T00:00:00,2016,10,29,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,320522,2016-11-30T00:00:00,2016,11,30,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,333732,2016-12-31T00:00:00,2016,12,31,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,333355,2017-01-31T00:00:00,2017,1,32,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,335382,2017-02-28T00:00:00,2017,2,33,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,337098,2017-03-31T00:00:00,2017,3,34,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,349395,2017-04-30T00:00:00,2017,4,35,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,358466,2017-05-31T00:00:00,2017,5,36,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,360631,2017-06-30T00:00:00,2017,6,37,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,359942,2017-07-31T00:00:00,2017,7,38,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,376022,2017-08-31T00:00:00,2017,8,39,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,380472,2017-09-30T00:00:00,2017,9,40,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,372093,2017-10-31T00:00:00,2017,10,41,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,371379,2017-11-30T00:00:00,2017,11,42,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,362755,2017-12-31T00:00:00,2017,12,43,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,575340,2018-03-30T00:00:00,2018,3,1,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,523937,2018-03-30T00:00:00,2018,3,1,Conflict,,,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1273,2018-03-30T00:00:00,2018,3,1,Other reason,,,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,259411,2018-06-30T00:00:00,2018,6,2,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,583823,2018-06-30T00:00:00,2018,6,2,No reason for displacement reported,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1275868,2018-12-31T00:00:00,2018,12,4,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,473595,2018-12-31T00:00:00,2018,12,4,Conflict,200977.0,272618.0,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1420189,2019-03-30T00:00:00,2019,3,5,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1420189,2019-03-31T00:00:00,2019,3,5,Conflict,,,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,101625,2019-06-30T00:00:00,2019,6,6,Conflict,42030.0,59595.0,Central Equatoria,SS01,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,311,2019-06-30T00:00:00,2019,6,6,Conflict,121.0,190.0,Eastern Equatoria,SS02,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,68721,2019-06-30T00:00:00,2019,6,6,Conflict,29952.0,38769.0,Jonglei,SS03,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1471,2019-06-30T00:00:00,2019,6,6,Conflict,668.0,803.0,Northern Bahr el Ghazal,SS05,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,113608,2019-06-30T00:00:00,2019,6,6,Conflict,51274.0,62334.0,Unity,SS06,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,61118,2019-06-30T00:00:00,2019,6,6,Conflict,27726.0,33392.0,Upper Nile,SS07,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,4095,2019-06-30T00:00:00,2019,6,6,Conflict,1824.0,2271.0,Warrap,SS08,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,36324,2019-06-30T00:00:00,2019,6,6,Conflict,16166.0,20158.0,Western Bahr el Ghazal,SS09,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,16499,2019-06-30T00:00:00,2019,6,6,Conflict,6458.0,10041.0,Western Equatoria,SS10,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1465542,2019-06-30T00:00:00,2019,6,6,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1665815,2019-11-30T00:00:00,2019,11,7,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1600254,2020-03-30T00:00:00,2020,3,8,No reason for displacement reported,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1615765,2020-09-30T00:00:00,2020,9,9,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,9371,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Northern Bahr el Ghazal,SS05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,57533,2020-12-31T00:00:00,2020,12,10,Conflict,,,Western Bahr el Ghazal,SS09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,66628,2020-12-31T00:00:00,2020,12,10,Conflict,,,Western Equatoria,SS10,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,34287,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Unity,SS06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,198021,2020-12-31T00:00:00,2020,12,10,Conflict,,,Unity,SS06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2951,2020-12-31T00:00:00,2020,12,10,No reason for displacement reported,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,172534,2020-12-31T00:00:00,2020,12,10,Conflict,,,Central Equatoria,SS01,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,31183,2020-12-31T00:00:00,2020,12,10,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,4588,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Western Bahr el Ghazal,SS09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2868,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,6116,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,9241,2020-12-31T00:00:00,2020,12,10,Conflict,,,Northern Bahr el Ghazal,SS05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,43161,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Warrap,SS08,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,439,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Central Equatoria,SS01,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,444,2020-12-31T00:00:00,2020,12,10,No reason for displacement reported,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,6615,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,32822,2020-12-31T00:00:00,2020,12,10,Conflict,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,49022,2020-12-31T00:00:00,2020,12,10,No reason for displacement reported,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1489,2020-12-31T00:00:00,2020,12,10,No reason for displacement reported,,,Western Bahr el Ghazal,SS09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,99974,2020-12-31T00:00:00,2020,12,10,Conflict,,,Lakes,SS04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2918,2020-12-31T00:00:00,2020,12,10,No reason for displacement reported,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,107791,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,265245,2020-12-31T00:00:00,2020,12,10,Conflict,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,292161,2020-12-31T00:00:00,2020,12,10,Conflict,,,Warrap,SS08,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,22711,2020-12-31T00:00:00,2020,12,10,Natural disaster,,,Lakes,SS04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,188220,2020-12-31T00:00:00,2020,12,10,Conflict,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2633,2020-12-31T00:00:00,2020,12,10,No reason for displacement reported,,,Unity,SS06,BA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,960634,2021-04-30T00:00:00,2021,4,1,No reason for displacement reported,423838.0,536796.0,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,970201,2021-05-30T00:00:00,2021,5,2,No reason for displacement reported,428580.0,541621.0,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,974956,2021-06-30T00:00:00,2021,6,3,Other reason,431199.0,543757.0,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,980548,2021-07-30T00:00:00,2021,7,4,Other reason,434882.0,545666.0,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,982804,2021-08-31T00:00:00,2021,8,5,Other reason,436117.0,546687.0,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,985918,2021-09-30T00:00:00,2021,9,6,Other reason,437776.0,548142.0,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2017236,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2017236,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,990600,2021-10-31T00:00:00,2021,10,7,Other reason,440205.0,550395.0,Not available,Not available,SA,Active
,Biometric Registration,South Sudan,SSD,,,,,0,992593,2021-11-30T00:00:00,2021,11,8,Other reason,441188.0,551405.0,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2229657,2021-12-01T00:00:00,2021,12,12,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2229657,2021-12-01T00:00:00,2021,12,12,Conflict,,,Not available,Not available,SA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,115,2022-08-31T00:00:00,2022,8,13,Insecurity,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,396,2022-08-31T00:00:00,2022,8,13,Natural disaster,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2190810,2022-08-31T00:00:00,2022,8,13,No reason for displacement reported,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,66351,2022-08-31T00:00:00,2022,8,13,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,8069,2023-04-30T00:00:00,2023,4,14,Conflict,,,Northern Bahr el Ghazal,SS05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,87843,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1226,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Western Bahr el Ghazal,SS09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3875,2023-04-30T00:00:00,2023,4,14,Other reason,,,Western Equatoria,SS10,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,265,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Lakes,SS04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,193688,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2429,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Unity,SS06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3277,2023-04-30T00:00:00,2023,4,14,Other reason,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1310,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Central Equatoria,SS01,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,74,2023-04-30T00:00:00,2023,4,14,Other reason,,,Northern Bahr el Ghazal,SS05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,180221,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,7584,2023-04-30T00:00:00,2023,4,14,Other reason,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,86360,2023-04-30T00:00:00,2023,4,14,Conflict,,,Warrap,SS08,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,205053,2023-04-30T00:00:00,2023,4,14,Conflict,,,Unity,SS06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,53831,2023-04-30T00:00:00,2023,4,14,Conflict,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3887,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Northern Bahr el Ghazal,SS05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,115442,2023-04-30T00:00:00,2023,4,14,Conflict,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,23873,2023-04-30T00:00:00,2023,4,14,Conflict,,,Western Bahr el Ghazal,SS09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,239423,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Unity,SS06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,50434,2023-04-30T00:00:00,2023,4,14,Conflict,,,Western Equatoria,SS10,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,37850,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1580,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Western Equatoria,SS10,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,148354,2023-04-30T00:00:00,2023,4,14,Conflict,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,7539,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,437,2023-04-30T00:00:00,2023,4,14,Other reason,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,64,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Western Bahr el Ghazal,SS09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,60582,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Lakes,SS04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,523,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,36,2023-04-30T00:00:00,2023,4,14,Other reason,,,Warrap,SS08,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,14571,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3121,2023-04-30T00:00:00,2023,4,14,Other reason,,,Lakes,SS04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,26541,2023-04-30T00:00:00,2023,4,14,Natural disaster,,,Warrap,SS08,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,475,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,151883,2023-04-30T00:00:00,2023,4,14,Conflict,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,10871,2023-04-30T00:00:00,2023,4,14,Other reason,,,Unity,SS06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,31967,2023-04-30T00:00:00,2023,4,14,Other reason,,,Jonglei,SS03,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,169054,2023-04-30T00:00:00,2023,4,14,Conflict,,,Central Equatoria,SS01,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1257,2023-04-30T00:00:00,2023,4,14,Other reason,,,Central Equatoria,SS01,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,90549,2023-04-30T00:00:00,2023,4,14,Conflict,,,Lakes,SS04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1913,2023-04-30T00:00:00,2023,4,14,No reason for displacement reported,,,Warrap,SS08,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,1244,2024-09-30T00:00:00,2024,9,15,Other reason,,,Western Equatoria,SS10,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,134,2024-09-30T00:00:00,2024,9,15,Conflict,,,Mombasa,KEN01,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,8,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Somali,ET05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,KasaÃ¯,COD92,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,124,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Baringo,KEN30,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,60,2024-09-30T00:00:00,2024,9,15,Conflict,,,Embu,KEN14,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,13,2024-09-30T00:00:00,2024,9,15,Conflict,,,Lomami,COD81,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,75,2024-09-30T00:00:00,2024,9,15,Conflict,,,Kiambu,KEN22,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,20,2024-09-30T00:00:00,2024,9,15,Other reason,,,Basse-Kotto,CAF61,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,294,2024-09-30T00:00:00,2024,9,15,Other reason,,,Addis Ababa,ET14,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2879,2024-09-30T00:00:00,2024,9,15,Conflict,,,Turkana,KEN23,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3713,2024-09-30T00:00:00,2024,9,15,Other reason,,,Eastern Equatoria,SS02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3,2024-09-30T00:00:00,2024,9,15,Other reason,,,Benishangul-Gumuz,ET06,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,5242,2024-09-30T00:00:00,2024,9,15,Other reason,,,Upper Nile,SS07,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,402,2024-09-30T00:00:00,2024,9,15,Other reason,,,Not available,Not available,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,4,2024-09-30T00:00:00,2024,9,15,Conflict,,,Samburu,KEN25,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,7,2024-09-30T00:00:00,2024,9,15,Other reason,,,Vakaga,CAF53,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,59,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Lamu,KEN05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,6,2024-09-30T00:00:00,2024,9,15,Other reason,,,Embu,KEN14,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,43,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Bas-Uele,COD52,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,113,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Nakuru,KEN32,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,170,2024-09-30T00:00:00,2024,9,15,Other reason,,,West Kordofan,SD18,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,2,2024-09-30T00:00:00,2024,9,15,Other reason,,,Samburu,KEN25,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,681,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Gedaref,SD12,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,465,2024-09-30T00:00:00,2024,9,15,Conflict,,,Northern,SD17,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,90,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,East Darfur,SD05,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,657,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Addis Ababa,ET14,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,87,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Bomet,KEN36,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Equateur,COD41,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,562,2024-09-30T00:00:00,2024,9,15,Other reason,,,Gambela,ET12,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,227,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Western,UGA04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,211,2024-09-30T00:00:00,2024,9,15,Conflict,,,Afar,ET02,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,21,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kirinyaga,KEN20,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,5,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Elegeyo-Marakwet,KEN28,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,88,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Ituri,COD54,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,3854,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,White Nile,SD09,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,11,2024-09-30T00:00:00,2024,9,15,Other reason,,,Baringo,KEN30,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,21,2024-09-30T00:00:00,2024,9,15,Other reason,,,Western,UGA04,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,112,2024-09-30T00:00:00,2024,9,15,Conflict,,,Kajiado,KEN34,BA,Active
,Mobility Tracking,South Sudan,SSD,,,,,0,408,2024-09-30T00:00:00,2024,9,15,Other reason,,,Busia,KEN40,BA,Active
