id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
156845.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,21244,2021-08-31T00:00:00,2021,8,5,Other reason,9319.0,11925.0,Not available,Not available,SA,Active
156853.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Leer,SS0604,2,43935,2021-08-31T00:00:00,2021,8,5,Other reason,20060.0,23875.0,Not available,Not available,SA,Active
156898.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Malakal,SS0707,2,35225,2021-08-31T00:00:00,2021,8,5,Other reason,16328.0,18897.0,Not available,Not available,SA,Active
156907.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Melut,SS0709,2,17627,2021-08-31T00:00:00,2021,8,5,Other reason,7415.0,10212.0,Not available,Not available,SA,Active
156860.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,27186,2021-08-31T00:00:00,2021,8,5,Other reason,11915.0,15271.0,Not available,Not available,SA,Active
156871.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,153410,2021-08-31T00:00:00,2021,8,5,Other reason,65556.0,87854.0,Not available,Not available,SA,Active
156885.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Rubkona,SS0609,2,181386,2021-08-31T00:00:00,2021,8,5,Other reason,82768.0,98618.0,Not available,Not available,SA,Active
156889.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Luakpiny/Nasir,SS0704,2,81803,2021-08-31T00:00:00,2021,8,5,Other reason,37027.0,44776.0,Not available,Not available,SA,Active
156875.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,80486,2021-08-31T00:00:00,2021,8,5,Other reason,37834.0,42652.0,Not available,Not available,SA,Active
155841.0,Biometric Registration,South Sudan,SSD,Warrap,SS08,Abyei Region,SS0807,2,6579,2021-08-31T00:00:00,2021,8,5,Other reason,2329.0,4250.0,Not available,Not available,SA,Active
155835.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Ulang,SS0712,2,10619,2021-08-31T00:00:00,2021,8,5,Other reason,4791.0,5828.0,Not available,Not available,SA,Active
155836.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Ulang,SS0712,2,10619,2021-09-30T00:00:00,2021,9,6,Other reason,4791.0,5828.0,Not available,Not available,SA,Active
155842.0,Biometric Registration,South Sudan,SSD,Warrap,SS08,Abyei Region,SS0807,2,6579,2021-09-30T00:00:00,2021,9,6,Other reason,2329.0,4250.0,Not available,Not available,SA,Active
153070.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil Centre,SS0501,2,10722,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153046.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Cueibet,SS0402,2,15326,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153051.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek East,SS0404,2,8655,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153049.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek Centre,SS0403,2,7807,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153060.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol East,SS0407,2,24699,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153055.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek North,SS0405,2,43430,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153058.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Wulu,SS0406,2,15945,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153011.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Bor South,SS0303,2,73851,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153015.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Canal/Pigi,SS0304,2,18287,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153024.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Nyirol,SS0307,2,25509,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153018.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Duk,SS0305,2,27924,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153019.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,18272,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153037.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,19407,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153040.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Awerial,SS0401,2,62323,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153033.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Twic East,SS0310,2,4057,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153030.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pochalla,SS0309,2,4215,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153027.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pibor,SS0308,2,35541,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152950.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Terekeka,SS0105,2,21253,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152942.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Lainya,SS0103,2,49628,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152946.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Morobo,SS0104,2,16959,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152959.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Yei,SS0106,2,85550,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152964.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Budi,SS0201,2,16022,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152969.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Ikotos,SS0202,2,9880,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152973.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta East,SS0203,2,7963,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
153004.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Ayod,SS0302,2,55014,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152999.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,15392,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152996.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Torit,SS0208,2,1561,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152976.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta North,SS0204,2,12868,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152978.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta South,SS0205,2,4235,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152984.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Lafon,SS0206,2,15018,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152991.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Magwi,SS0207,2,42192,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152317.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Fashoda,SS0702,2,16124,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152311.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Baliet,SS0701,2,6786,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152300.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Pariang,SS0608,2,10320,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152306.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Rubkona,SS0609,2,174545,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152334.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Maiwut,SS0706,2,6242,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152332.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Maban,SS0705,2,34144,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152321.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Longochuk,SS0703,2,8463,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152325.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Luakpiny/Nasir,SS0704,2,5437,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152341.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Malakal,SS0707,2,54807,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152343.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Manyo,SS0708,2,4093,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152350.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Melut,SS0709,2,33759,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152357.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Panyikang,SS0710,2,16495,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152371.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Gogrial East,SS0801,2,40453,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152374.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Gogrial West,SS0802,2,59619,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152364.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,15023,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152367.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Ulang,SS0712,2,5631,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152390.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Twic,SS0806,2,29606,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152377.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Tonj East,SS0803,2,69063,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152380.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Tonj North,SS0804,2,108126,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152384.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Tonj South,SS0805,2,82465,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152395.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Jur River,SS0901,2,8929,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152409.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Ezo,SS1001,2,23562,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152400.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Raja,SS0902,2,5515,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152404.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Wau,SS0903,2,31848,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152422.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Mundri East,SS1004,2,6612,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152425.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Mundri West,SS1005,2,1009,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152414.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Ibba,SS1002,2,5403,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152418.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Maridi,SS1003,2,11499,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152430.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Mvolo,SS1006,2,3379,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152434.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Nagero,SS1007,2,14509,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152938.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Kajo-keji,SS0102,2,28411,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152933.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,142242,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
156876.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,80486,2021-09-30T00:00:00,2021,9,6,Other reason,37834.0,42652.0,Not available,Not available,SA,Active
156890.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Luakpiny/Nasir,SS0704,2,81803,2021-09-30T00:00:00,2021,9,6,Other reason,37027.0,44776.0,Not available,Not available,SA,Active
156886.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Rubkona,SS0609,2,183871,2021-09-30T00:00:00,2021,9,6,Other reason,84083.0,99788.0,Not available,Not available,SA,Active
156872.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,153410,2021-09-30T00:00:00,2021,9,6,Other reason,65556.0,87854.0,Not available,Not available,SA,Active
156862.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,27187,2021-09-30T00:00:00,2021,9,6,Other reason,11915.0,15272.0,Not available,Not available,SA,Active
156908.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Melut,SS0709,2,17627,2021-09-30T00:00:00,2021,9,6,Other reason,7415.0,10212.0,Not available,Not available,SA,Active
156902.0,Biometric Registration,South Sudan,SSD,Upper Nile,SS07,Malakal,SS0707,2,35853,2021-09-30T00:00:00,2021,9,6,Other reason,16672.0,19181.0,Not available,Not available,SA,Active
157762.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Nzara,SS1008,2,4455,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
157769.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Yambio,SS1010,2,6501,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
157765.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Tambura,SS1009,2,19534,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
156854.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Leer,SS0604,2,43935,2021-09-30T00:00:00,2021,9,6,Other reason,20060.0,23875.0,Not available,Not available,SA,Active
156846.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,21244,2021-09-30T00:00:00,2021,9,6,Other reason,9319.0,11925.0,Not available,Not available,SA,Active
156828.0,Biometric Registration,South Sudan,SSD,Lakes,SS04,Awerial,SS0401,2,114064,2021-09-30T00:00:00,2021,9,6,Other reason,46202.0,67862.0,Not available,Not available,SA,Active
156821.0,Biometric Registration,South Sudan,SSD,Jonglei,SS03,Bor South,SS0303,2,37788,2021-09-30T00:00:00,2021,9,6,Other reason,17273.0,20515.0,Not available,Not available,SA,Active
156838.0,Biometric Registration,South Sudan,SSD,Unity,SS06,Guit,SS0602,2,17669,2021-09-30T00:00:00,2021,9,6,Other reason,8240.0,9429.0,Not available,Not available,SA,Active
156807.0,Biometric Registration,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,31412,2021-09-30T00:00:00,2021,9,6,Other reason,16009.0,15403.0,Not available,Not available,SA,Active
156812.0,Biometric Registration,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,41629,2021-09-30T00:00:00,2021,9,6,Other reason,18812.0,22817.0,Not available,Not available,SA,Active
155857.0,Biometric Registration,South Sudan,SSD,Western Bahr el Ghazal,SS09,Wau,SS0903,2,73723,2021-09-30T00:00:00,2021,9,6,Other reason,30900.0,42823.0,Not available,Not available,SA,Active
153065.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,30092,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
155851.0,Biometric Registration,South Sudan,SSD,Western Bahr el Ghazal,SS09,Raja,SS0902,2,7019,2021-09-30T00:00:00,2021,9,6,Other reason,3339.0,3680.0,Not available,Not available,SA,Active
135174.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,30092,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
133870.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,15392,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
130069.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek Centre,SS0403,2,7807,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
129832.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil South,SS0504,2,5252,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
131356.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Cueibet,SS0402,2,15326,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
132834.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Morobo,SS0104,2,16959,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
152258.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil East,SS0502,2,27,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152272.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil West,SS0505,2,604,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152277.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Abiemnhom,SS0601,2,19102,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152267.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil South,SS0504,2,5252,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152263.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil North,SS0503,2,1001,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152298.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,18164,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152293.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,24316,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152294.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,13013,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152289.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Leer,SS0604,2,25442,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152282.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Guit,SS0602,2,4766,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
152286.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,11343,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,SA,Active
139595.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Baliet,SS0701,2,6786,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
136598.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,13013,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
22929.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Gogrial West,SS0802,2,59619,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
17062.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Yambio,SS1010,2,6501,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
17604.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,24316,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
18201.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,19407,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
26085.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil West,SS0505,2,604,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
25962.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Nzara,SS1008,2,4455,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
31940.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Luakpiny/Nasir,SS0704,2,5437,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
30001.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil Centre,SS0501,2,10722,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
3251.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Wulu,SS0406,2,15945,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
3467.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Duk,SS0305,2,27924,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
125.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta South,SS0205,2,4235,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
1200.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Terekeka,SS0105,2,21253,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
1350.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Guit,SS0602,2,4766,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
3986.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Lafon,SS0206,2,15018,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
4646.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Wau,SS0903,2,31848,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
12258.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Maban,SS0705,2,34144,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
8569.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Canal/Pigi,SS0304,2,18287,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
8674.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Leer,SS0604,2,25442,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
8812.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Rubkona,SS0609,2,174545,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
9667.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Ayod,SS0302,2,55014,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
43048.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Yei,SS0106,2,85550,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
44108.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil North,SS0503,2,1001,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
46965.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Longochuk,SS0703,2,8463,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
48333.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pochalla,SS0309,2,4215,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
45674.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Maiwut,SS0706,2,6242,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
45517.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Jur River,SS0901,2,8929,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
37881.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Magwi,SS0207,2,42192,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
37950.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Maridi,SS1003,2,11499,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
37643.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Torit,SS0208,2,1561,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
35811.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek East,SS0404,2,8655,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
63364.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Panyikang,SS0710,2,16495,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
61367.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,11343,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
59413.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Raja,SS0902,2,5515,2021-09-30T00:00:00,2021,9,11,Conflict,,,Not available,Not available,BA,Active
